timestamp,customer_id,endpoint,status_code,success,deployment,users,latency,api_cpu_utilization,api_mem_utilization,service_cpu_utilization,service_mem_utilization
2025-04-03T03:39:50.606971,0,genai/chatclient,503,False,ec2,5,10.05940842628479,2.24,83.56,0.96,79.22
2025-04-03T03:40:02.919267,0,customer/owners,201,True,ec2,5,0.06009340286254883,0.8,83.56,0.96,67.64
2025-04-03T03:40:15.455528,0,vet/vets,200,True,ec2,5,0.07110476493835449,0.64,83.56,0.96,65.03
2025-04-03T03:39:46.530726,1,genai/chatclient,200,True,ec2,5,3.537113904953003,0.56,83.56,5.6,79.22
2025-04-03T03:39:58.804708,1,customer/owners,201,True,ec2,5,0.05828595161437988,0.48,83.56,0.8,67.64
2025-04-03T03:40:11.180722,1,vet/vets,200,True,ec2,5,0.09214663505554199,0.88,83.56,0.72,65.03
2025-04-03T03:39:46.530726,2,genai/chatclient,200,True,ec2,5,3.935925245285034,0.56,83.56,5.6,79.22
2025-04-03T03:39:58.824721,2,customer/owners,201,True,ec2,5,0.07164406776428223,0.48,83.56,0.8,67.64
2025-04-03T03:40:11.186722,2,vet/vets,200,True,ec2,5,0.06924033164978027,0.88,83.56,0.72,65.03
2025-04-03T03:39:46.547164,3,genai/chatclient,200,True,ec2,5,3.8036234378814697,0.56,83.56,5.6,79.22
2025-04-03T03:39:58.803705,3,customer/owners,201,True,ec2,5,0.05926799774169922,0.48,83.56,0.8,67.64
2025-04-03T03:40:11.178728,3,vet/vets,200,True,ec2,5,0.08623957633972168,0.88,83.56,0.72,65.03
2025-04-03T03:39:46.529708,4,genai/chatclient,200,True,ec2,5,2.7243852615356445,0.56,83.56,5.6,79.22
2025-04-03T03:39:58.805720,4,customer/owners,201,True,ec2,5,0.08364605903625488,0.48,83.56,0.8,67.64
2025-04-03T03:40:11.179764,4,vet/vets,200,True,ec2,5,0.07502961158752441,0.88,83.56,0.72,65.03
