timestamp,customer_id,endpoint,status_code,success,deployment,users,latency,api_cpu_utilization,api_mem_utilization,service_cpu_utilization,service_mem_utilization
2025-04-03T03:45:21.864765,0,genai/chatclient,200,True,ecs,10,4.3978869915008545,0.63,68.16,0.52,79.1
2025-04-03T03:45:22.669177,0,customer/owners,201,True,ecs,10,0.05657243728637695,0.63,68.16,0.5,71.29
2025-04-03T03:45:23.322202,0,vet/vets,200,True,ecs,10,0.06672072410583496,0.63,68.16,0.57,69.92
2025-04-03T03:45:22.022733,1,genai/chatclient,200,True,ecs,10,4.0746519565582275,0.63,68.16,0.52,79.1
2025-04-03T03:45:22.733024,1,customer/owners,201,True,ecs,10,0.05625772476196289,0.63,68.16,0.5,71.29
2025-04-03T03:45:23.618972,1,vet/vets,200,True,ecs,10,0.07448911666870117,0.63,68.16,0.57,69.92
2025-04-03T03:45:22.083047,2,genai/chatclient,200,True,ecs,10,3.65824294090271,0.63,68.16,0.52,79.1
2025-04-03T03:45:22.700557,2,customer/owners,201,True,ecs,10,0.06242656707763672,0.63,68.16,0.5,71.29
2025-04-03T03:45:23.556831,2,vet/vets,200,True,ecs,10,0.07242941856384277,0.63,68.16,0.57,69.92
2025-04-03T03:45:22.153348,3,genai/chatclient,200,True,ecs,10,3.216797113418579,0.63,68.16,0.52,79.1
2025-04-03T03:45:22.828829,3,customer/owners,201,True,ecs,10,0.07041645050048828,0.63,68.16,0.5,71.29
2025-04-03T03:45:23.679929,3,vet/vets,200,True,ecs,10,0.07744383811950684,0.63,68.16,0.57,69.92
2025-04-03T03:45:24.623565,4,genai/chatclient,200,True,ecs,10,5.204353094100952,0.63,68.16,0.52,79.1
2025-04-03T03:45:25.099371,4,customer/owners,201,True,ecs,10,0.05737018585205078,0.63,68.16,0.5,71.29
2025-04-03T03:45:26.007677,4,vet/vets,200,True,ecs,10,0.08326053619384766,0.63,68.16,0.57,69.92
2025-04-03T03:45:25.744866,5,genai/chatclient,200,True,ecs,10,5.718717098236084,0.63,68.16,0.52,79.1
2025-04-03T03:45:26.615349,5,customer/owners,201,True,ecs,10,0.12176394462585449,0.63,68.16,0.5,71.29
2025-04-03T03:45:27.476090,5,vet/vets,200,True,ecs,10,0.11556363105773926,0.63,68.16,0.57,69.92
2025-04-03T03:45:25.330127,6,genai/chatclient,200,True,ecs,10,4.872758865356445,0.63,68.16,0.52,79.1
2025-04-03T03:45:26.534891,6,customer/owners,201,True,ecs,10,0.12769341468811035,0.63,68.16,0.5,71.29
2025-04-03T03:45:27.306668,6,vet/vets,200,True,ecs,10,0.06692719459533691,0.63,68.16,0.57,69.92
2025-04-03T03:45:26.109948,7,genai/chatclient,200,True,ecs,10,5.102812767028809,0.63,68.16,0.52,79.1
2025-04-03T03:45:27.343580,7,customer/owners,201,True,ecs,10,0.06748843193054199,0.63,68.16,0.5,71.29
2025-04-03T03:45:28.328798,7,vet/vets,200,True,ecs,10,0.07793283462524414,0.63,68.16,0.57,69.92
2025-04-03T03:45:27.675832,8,genai/chatclient,200,True,ecs,10,6.366528034210205,0.63,68.16,0.52,79.1
2025-04-03T03:45:28.558780,8,customer/owners,201,True,ecs,10,0.07019591331481934,0.63,68.16,0.5,71.29
2025-04-03T03:45:29.135541,8,vet/vets,200,True,ecs,10,0.12750768661499023,0.63,68.16,0.57,69.92
2025-04-03T03:45:28.123986,9,genai/chatclient,200,True,ecs,10,6.184860944747925,0.63,68.16,0.52,79.1
2025-04-03T03:45:29.050131,9,customer/owners,201,True,ecs,10,0.06710386276245117,0.63,68.16,0.5,71.29
2025-04-03T03:45:29.783118,9,vet/vets,200,True,ecs,10,0.07511639595031738,0.63,68.16,0.57,69.92
