timestamp,customer_id,endpoint,status_code,success,deployment,users,latency,api_cpu_utilization,api_mem_utilization,service_cpu_utilization,service_mem_utilization
2025-04-03T03:45:12.035179,0,genai/chatclient,200,True,ecs,5,2.965498685836792,0.63,68.16,0.52,79.1
2025-04-03T03:45:13.014174,0,customer/owners,201,True,ecs,5,0.08492231369018555,0.63,68.16,0.49,71.29
2025-04-03T03:45:13.669493,0,vet/vets,200,True,ecs,5,0.06795120239257812,0.63,68.16,0.57,69.92
2025-04-03T03:45:14.562308,1,genai/chatclient,200,True,ecs,5,5.074484348297119,0.63,68.16,0.52,79.1
2025-04-03T03:45:15.291183,1,customer/owners,201,True,ecs,5,0.06207847595214844,0.63,68.16,0.49,71.29
2025-04-03T03:45:16.196073,1,vet/vets,200,True,ecs,5,0.06775355339050293,0.63,68.16,0.57,69.92
2025-04-03T03:45:14.122574,2,genai/chatclient,200,True,ecs,5,4.1182146072387695,0.63,68.16,0.52,79.1
2025-04-03T03:45:14.766438,2,customer/owners,201,True,ecs,5,0.08583545684814453,0.63,68.16,0.49,71.29
2025-04-03T03:45:15.541032,2,vet/vets,200,True,ecs,5,0.07006955146789551,0.63,68.16,0.57,69.92
2025-04-03T03:45:15.432355,3,genai/chatclient,200,True,ecs,5,4.9349281787872314,0.63,68.16,0.52,79.1
2025-04-03T03:45:16.315726,3,customer/owners,201,True,ecs,5,0.05806565284729004,0.63,68.16,0.49,71.29
2025-04-03T03:45:16.980582,3,vet/vets,200,True,ecs,5,0.06248140335083008,0.63,68.16,0.57,69.92
2025-04-03T03:45:13.909269,4,genai/chatclient,200,True,ecs,5,2.925842523574829,0.63,68.16,0.52,79.1
2025-04-03T03:45:14.515362,4,customer/owners,201,True,ecs,5,0.08231329917907715,0.63,68.16,0.49,71.29
2025-04-03T03:45:15.117230,4,vet/vets,200,True,ecs,5,0.06234383583068848,0.63,68.16,0.57,69.92
